Seq #,Journal Title,ISSN,E-ISSN,WoS Edition,WoS Category,Active WoS CC
C8301J,Feministische Studien,0723-5186,2365-9920,SSCI,WOMENS STUDIES,Yes
10122J,FEMS IMMUNOLOGY AND MEDICAL MICROBIOLOGY,0928-8244,,SCIE,MICROBIOLOGY,No
10122J,FEMS IMMUNOLOGY AND MEDICAL MICROBIOLOGY,0928-8244,,SCIE,INFECTIOUS DISEASES,No
10122J,FEMS IMMUNOLOGY AND MEDICAL MICROBIOLOGY,0928-8244,,SCIE,IMMUNOLOGY,No
06404J,FEMS MICROBIOLOGY ECOLOGY,0168-6496,1574-6941,SCIE,MICROBIOLOGY,Yes
09607J,FEMS MICROBIOLOGY IMMUNOLOGY,0920-8534,,SCIE,MICROBIOLOGY,No
09607J,FEMS MICROBIOLOGY IMMUNOLOGY,0920-8534,,SCIE,IMMUNOLOGY,No
37192J,FEMS MICROBIOLOGY LETTERS,0378-1097,1574-6968,SCIE,MICROBIOLOGY,Yes
06405J,FEMS MICROBIOLOGY REVIEWS,0168-6445,1574-6976,SCIE,MICROBIOLOGY,Yes
13887J,FEMS YEAST RESEARCH,1567-1356,1567-1364,SCIE,MICROBIOLOGY,Yes
13887J,FEMS YEAST RESEARCH,1567-1356,1567-1364,SCIE,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,Yes
13887J,FEMS YEAST RESEARCH,1567-1356,1567-1364,SCIE,MYCOLOGY,Yes
D6064J,Fennia-International Journal of Geography,0015-0010,1798-5617,ESCI,GEOGRAPHY,Yes
37197J,FERROELECTRICS,0015-0193,1563-5112,SCIE,PHYSICS> CONDENSED MATTER,Yes
37197J,FERROELECTRICS,0015-0193,1563-5112,SCIE,MATERIALS SCIENCE> MULTIDISCIPLINARY,Yes
04252J,FERROELECTRICS LETTERS SECTION,0731-5171,1563-5228,SCIE,PHYSICS> CONDENSED MATTER,Yes
37224J,FERTILITY AND STERILITY,0015-0282,1556-5653,SCIE,OBSTETRICS & GYNECOLOGY,Yes
37224J,FERTILITY AND STERILITY,0015-0282,1556-5653,SCIE,REPRODUCTIVE BIOLOGY,Yes
04768J,FERTILIZER RESEARCH,0167-1731,,SCIE,SOIL SCIENCE,No
D6207J,Festival dell Architettura Magazine,2039-0491,2039-0491,ESCI,ARCHITECTURE,Yes
04121J,FESTKORPERPROBLEME-ADVANCES IN SOLID STATE PHYICS,0430-3393,,SCIE,PHYSICS> CONDENSED MATTER,No
00517S,FESTKORPERPROBLEME-ADVANCES IN SOLID STATE PHYSICS,0430-3393,,SCIE,PHYSICS> CONDENSED MATTER,No
C3820J,Fetal and Pediatric Pathology,1551-3815,1551-3823,SCIE,PEDIATRICS,Yes
C3820J,Fetal and Pediatric Pathology,1551-3815,1551-3823,SCIE,PATHOLOGY,Yes
09956J,FETAL DIAGNOSIS AND THERAPY,1015-3837,1421-9964,SCIE,OBSTETRICS & GYNECOLOGY,Yes
06956J,FETT WISSENSCHAFT TECHNOLOGIE-FAT SCIENCE TECHNOLOGY,0931-5985,,SCIE,FOOD SCIENCE & TECHNOLOGY,No
06956J,FETT WISSENSCHAFT TECHNOLOGIE-FAT SCIENCE TECHNOLOGY,0931-5985,,SCIE,CHEMISTRY> APPLIED,No
37268J,FETTE SEIFEN ANSTRICHMITTEL,0015-038X,,SCIE,ENGINEERING> CHEMICAL,No
12578J,FETTE SEIFEN ANSTRICHMITTEL VERBUNDEN MIT DER ZEITSCHRIFT DIE ERNAHRUNGSINDUSTRIE,,,SCIE,MULTIDISCIPLINARY SCIENCES,No
11750J,FETT-LIPID,0931-5985,,SCIE,FOOD SCIENCE & TECHNOLOGY,No
11750J,FETT-LIPID,0931-5985,,SCIE,CHEMISTRY> APPLIED,No
C8073J,Feuillets de Radiologie,0181-9801,,SCIE,RADIOLOGY> NUCLEAR MEDICINE & MEDICAL IMAGING,No
06546J,FEW-BODY SYSTEMS,0177-7963,1432-5411,SCIE,PHYSICS> MULTIDISCIPLINARY,Yes
17569S,FF Communications,0014-5815,,AHCI,FOLKLORE,No
00662J,FF COMMUNICATIONS-Journal,0014-5815,,AHCI,FOLKLORE,No
37289J,FIBER AND INTEGRATED OPTICS,0146-8030,1096-4681,SCIE,OPTICS,Yes
D3660J,Fibers,2079-6439,2079-6439,ESCI,MATERIALS SCIENCE> TEXTILES,Yes
14032J,FIBERS AND POLYMERS,1229-9197,1875-0052,SCIE,MATERIALS SCIENCE> TEXTILES,Yes
14032J,FIBERS AND POLYMERS,1229-9197,1875-0052,SCIE,POLYMER SCIENCE,Yes
37311J,FIBONACCI QUARTERLY,0015-0517,0015-0517,SCIE> ESCI,MATHEMATICS,Yes
10253J,FIBRE CHEMISTRY,0015-0541,1573-8493,SCIE,CHEMISTRY> MULTIDISCIPLINARY,Yes
10253J,FIBRE CHEMISTRY,0015-0541,1573-8493,SCIE,MATERIALS SCIENCE> MULTIDISCIPLINARY,Yes
10253J,FIBRE CHEMISTRY,0015-0541,1573-8493,SCIE,MATERIALS SCIENCE> TEXTILES,Yes
37310J,FIBRE SCIENCE & TECHNOLOGY,0015-0568,,SCIE,ENGINEERING> MULTIDISCIPLINARY,No
37310J,FIBRE SCIENCE & TECHNOLOGY,0015-0568,,SCIE,MATERIALS SCIENCE> MULTIDISCIPLINARY,No
D4243J,Fibreculture Journal,1449-1443,1449-1443,ESCI,COMMUNICATION,Yes
13072J,FIBRES & TEXTILES IN EASTERN EUROPE,1230-3666,1230-3666,SCIE,MATERIALS SCIENCE> TEXTILES,Yes
08958J,FIBRINOLYSIS,0268-9499,,SCIE,HEMATOLOGY,No
11980J,FIBRINOLYSIS & PROTEOLYSIS,0268-9499,,SCIE,HEMATOLOGY,No
11980J,FIBRINOLYSIS & PROTEOLYSIS,0268-9499,,SCIE,MEDICINE> RESEARCH & EXPERIMENTAL,No
11980J,FIBRINOLYSIS & PROTEOLYSIS,0268-9499,,SCIE,BIOCHEMISTRY & MOLECULAR BIOLOGY,No
D8612J,Fibrogenesis & Tissue Repair,1755-1536,1755-1536,ESCI,CELL BIOLOGY,Yes
00432J,FIDDLEHEAD,0015-0630,0015-0630,AHCI,LITERARY REVIEWS,Yes
11961J,FIELD ANALYTICAL CHEMISTRY AND TECHNOLOGY,1086-900X,,SCIE,INSTRUMENTS & INSTRUMENTATION,No
11961J,FIELD ANALYTICAL CHEMISTRY AND TECHNOLOGY,1086-900X,,SCIE,CHEMISTRY> ANALYTICAL,No
11961J,FIELD ANALYTICAL CHEMISTRY AND TECHNOLOGY,1086-900X,,SCIE,ENVIRONMENTAL SCIENCES,No
37340J,FIELD CROPS RESEARCH,0378-4290,1872-6852,SCIE,AGRONOMY,Yes
C6865J,Field Methods,1525-822X,1552-3969,SSCI,ANTHROPOLOGY,Yes
C6865J,Field Methods,1525-822X,1552-3969,SSCI,SOCIAL SCIENCES> INTERDISCIPLINARY,Yes
D5813J,Fieldwork in Religion,1743-0615,1743-0623,ESCI,RELIGION,Yes
01057J,FI-FORUM ITALICUM,,,AHCI,LITERATURE> ROMANCE,No
D3051J,Filigrane-Revue de Psychanalyse,1192-1412,1911-4656,ESCI,PSYCHOLOGY> PSYCHOANALYSIS,Yes
00315J,FILM,,,AHCI,FILM> RADIO> TELEVISION,No
03042J,FILM COMMENT,0015-119X,0015-119X,AHCI,FILM> RADIO> TELEVISION,Yes
01643J,FILM CRITICISM,0163-5069,0163-5069,AHCI,FILM> RADIO> TELEVISION,Yes
00742J,FILM CULTURE,0015-1211,,AHCI,FILM> RADIO> TELEVISION,No
D9789J,Film Fashion & Consumption,2044-2823,2044-2831,ESCI,HUMANITIES> MULTIDISCIPLINARY,Yes
D4832J,Film History,0892-2160,1553-3905,ESCI,FILM> RADIO> TELEVISION,Yes
D7140J,Film International,1651-6826,2040-3801,ESCI,FILM> RADIO> TELEVISION,Yes
03336J,FILM PSYCHOLOGY REVIEW,0145-9759,,AHCI,FILM> RADIO> TELEVISION,No
00734J,FILM QUARTERLY,0015-1386,1533-8630,AHCI,FILM> RADIO> TELEVISION,Yes
01158J,FILM READER,0361-722X,,AHCI,FILM> RADIO> TELEVISION,No
D8792J,Film Studies,1469-0314,2054-2496,ESCI,FILM> RADIO> TELEVISION,No
00362J,FILMKRITIK,0015-1572,,AHCI,FILM> RADIO> TELEVISION,No
D6511J,Film-Philosophy,1466-4615,1466-4615,ESCI,FILM> RADIO> TELEVISION,Yes
00357J,FILMRUTAN,0015-1661,,AHCI,FILM> RADIO> TELEVISION,No
D2937J,Filologia Mediolatina,1124-0008,,ESCI,MEDIEVAL & RENAISSANCE STUDIES,Yes
C9401J,Filomat,0354-5180,0354-5180,SCIE,MATHEMATICS> APPLIED,Yes
C9401J,Filomat,0354-5180,0354-5180,SCIE,MATHEMATICS,Yes
04329J,FILOSOFIA,0015-1823,,AHCI,PHILOSOPHY,No
D3916J,Filosofia Politica,0394-7297,0394-7297,ESCI,PHILOSOPHY,Yes
C9426J,Filosofia Unisinos,1519-5023,1984-8234,AHCI,PHILOSOPHY,Yes
37336J,FILOSOFICKY CASOPIS,0015-1831,,AHCI> SSCI,PHILOSOPHY,Yes
C8363J,Filosofija-Sociologija,0235-7186,0235-7186,AHCI> SSCI,PHILOSOPHY,Yes
C8363J,Filosofija-Sociologija,0235-7186,0235-7186,AHCI> SSCI,SOCIOLOGY,Yes
D9803J,Filosofiya-Philosophy,0861-6302,1314-8559,ESCI,PHILOSOPHY,Yes
D9434J,Filosofskii Zhurnal,2072-0726,2072-0726,ESCI,PHILOSOPHY,Yes
11256J,FILOZOFIA,0046-385X,,AHCI,PHILOSOPHY,Yes
D0477J,Filozofia Nauki,1230-6894,,AHCI,PHILOSOPHY,Yes
C8540J,Filozofska Istrazivanja,0351-4706,0351-4706,AHCI,PHILOSOPHY,Yes
10262J,FILOZOFSKI VESTNIK,0353-4510,1581-1239,AHCI,PHILOSOPHY,Yes
06476J,FILTRATION & SEPARATION,0015-1882,1873-7218,SCIE,ENGINEERING> CHEMICAL,Yes
12340J,FINANCE A UVER-CZECH JOURNAL OF ECONOMICS AND FINANCE,0015-1920,0015-1920,SSCI,BUSINESS> FINANCE,Yes
13901J,FINANCE AND STOCHASTICS,0949-2984,1432-1122,SCIE> SSCI,MATHEMATICS> INTERDISCIPLINARY APPLICATIONS,Yes
13901J,FINANCE AND STOCHASTICS,0949-2984,1432-1122,SCIE> SSCI,STATISTICS & PROBABILITY,Yes
13901J,FINANCE AND STOCHASTICS,0949-2984,1432-1122,SCIE> SSCI,BUSINESS> FINANCE,Yes
13901J,FINANCE AND STOCHASTICS,0949-2984,1432-1122,SCIE> SSCI,SOCIAL SCIENCES> MATHEMATICAL METHODS,Yes
C8663J,Finance Research Letters,1544-6123,1544-6131,SSCI,BUSINESS> FINANCE,Yes
D5975J,Financial Accountability & Management,0267-4424,1468-0408,ESCI,BUSINESS> FINANCE,Yes
13586J,FINANCIAL ANALYSTS JOURNAL,0015-198X,1938-3312,SSCI,BUSINESS> FINANCE,Yes
D6014J,Financial and Credit Activity-Problems of Theory and Practice,2306-4994,2310-8770,ESCI,BUSINESS> FINANCE,Yes
37356J,FINANCIAL EXECUTIVE,0883-7481,,SCIE>SSCI,MATHEMATICS> INTERDISCIPLINARY APPLICATIONS,No
D5818J,Financial History Review,0968-5650,1474-0052,ESCI,HISTORY OF SOCIAL SCIENCES,Yes
E0159J,Financial Innovation,2199-4730,2199-4730,ESCI,BUSINESS> FINANCE,Yes
37367J,FINANCIAL MANAGEMENT,0046-3892,1755-053X,SSCI,BUSINESS> FINANCE,Yes
D6094J,Financial Review,0732-8516,1540-6288,ESCI,BUSINESS> FINANCE,Yes
C5921J,FinanzArchiv,0015-2218,1614-0974,SSCI,ECONOMICS,Yes
C5921J,FinanzArchiv,0015-2218,1614-0974,SSCI,BUSINESS> FINANCE,Yes
D1761J,Finisterra-Revista Portuguesa de Geografia,0430-5027,2182-2905,ESCI,GEOGRAPHY,Yes
11303J,FINITE ELEMENTS IN ANALYSIS AND DESIGN,0168-874X,1872-6925,SCIE,MATHEMATICS> APPLIED,Yes
11303J,FINITE ELEMENTS IN ANALYSIS AND DESIGN,0168-874X,1872-6925,SCIE,MECHANICS,Yes
13022J,FINITE FIELDS AND THEIR APPLICATIONS,1071-5797,1090-2465,SCIE,MATHEMATICS,Yes
13022J,FINITE FIELDS AND THEIR APPLICATIONS,1071-5797,1090-2465,SCIE,MATHEMATICS> APPLIED,Yes
D4797J,Finlay,2221-2434,2221-2434,ESCI,MEDICINE> GENERAL & INTERNAL,Yes
37378J,FINNISH CHEMICAL LETTERS,0303-4100,,SCIE,CHEMISTRY> MULTIDISCIPLINARY,No
37400J,FINSKA KEMISTSAMFUNDETS MEDDELANDEN,0039-5536,,SCIE,CHEMISTRY> MULTIDISCIPLINARY,No
01090J,FIRE AND MATERIALS,0308-0501,1099-1018,SCIE,MATERIALS SCIENCE> MULTIDISCIPLINARY,Yes
D1668J,Fire Ecology,1933-9747,1933-9747,SCIE,FORESTRY,Yes
D1668J,Fire Ecology,1933-9747,1933-9747,SCIE,ECOLOGY,Yes
04730J,FIRE ENGINEERING,0015-2587,,SCIE,PUBLIC> ENVIRONMENTAL & OCCUPATIONAL HEALTH,No
04729J,FIRE JOURNAL,0015-2617,,SCIE,PUBLIC> ENVIRONMENTAL & OCCUPATIONAL HEALTH,No
37410J,FIRE RESEARCH,0378-7761,,SCIE,ENGINEERING> MULTIDISCIPLINARY,No
37410J,FIRE RESEARCH,0378-7761,,SCIE,MATERIALS SCIENCE> MULTIDISCIPLINARY,No
01976J,FIRE SAFETY JOURNAL,0379-7112,1873-7226,SCIE,ENGINEERING> CIVIL,Yes
01976J,FIRE SAFETY JOURNAL,0379-7112,1873-7226,SCIE,MATERIALS SCIENCE> MULTIDISCIPLINARY,Yes
04727J,FIRE TECHNOLOGY,0015-2684,1572-8099,SCIE,MATERIALS SCIENCE> MULTIDISCIPLINARY,Yes
04727J,FIRE TECHNOLOGY,0015-2684,1572-8099,SCIE,ENGINEERING> MULTIDISCIPLINARY,Yes
00393J,FIRELINE,,,SCIE,MATERIALS SCIENCE> MULTIDISCIPLINARY,No
D2474J,First Language,0142-7237,1740-2344,AHCI> SSCI,LANGUAGE & LINGUISTICS,Yes
D2474J,First Language,0142-7237,1740-2344,AHCI> SSCI,LINGUISTICS,Yes
D2474J,First Language,0142-7237,1740-2344,AHCI> SSCI,PSYCHOLOGY> DEVELOPMENTAL,Yes
D3052J,First Peoples Child & Family Review,1708-489X,1708-489X,ESCI,FAMILY STUDIES,Yes
13623J,FISCAL STUDIES,0143-5671,1475-5890,SSCI,ECONOMICS,Yes
13623J,FISCAL STUDIES,0143-5671,1475-5890,SSCI,BUSINESS> FINANCE,Yes
10353J,FISH & SHELLFISH IMMUNOLOGY,1050-4648,1095-9947,SCIE,VETERINARY SCIENCES,Yes
10353J,FISH & SHELLFISH IMMUNOLOGY,1050-4648,1095-9947,SCIE,MARINE & FRESHWATER BIOLOGY,Yes
10353J,FISH & SHELLFISH IMMUNOLOGY,1050-4648,1095-9947,SCIE,FISHERIES,Yes
10353J,FISH & SHELLFISH IMMUNOLOGY,1050-4648,1095-9947,SCIE,IMMUNOLOGY,Yes
14196J,FISH AND FISHERIES,1467-2960,1467-2979,SCIE,FISHERIES,Yes
06809J,FISH PATHOLOGY,0388-788X,,SCIE,FISHERIES,Yes
06809J,FISH PATHOLOGY,0388-788X,,SCIE,VETERINARY SCIENCES,Yes
06861J,FISH PHYSIOLOGY AND BIOCHEMISTRY,0920-1742,1573-5168,SCIE,BIOCHEMISTRY & MOLECULAR BIOLOGY,Yes
06861J,FISH PHYSIOLOGY AND BIOCHEMISTRY,0920-1742,1573-5168,SCIE,FISHERIES,Yes
06861J,FISH PHYSIOLOGY AND BIOCHEMISTRY,0920-1742,1573-5168,SCIE,PHYSIOLOGY,Yes
01235J,FISHERIES,0363-2415,1548-8446,SCIE,FISHERIES,Yes
02040J,FISHERIES MANAGEMENT,0141-9862,,SCIE,FISHERIES,No
13116J,FISHERIES MANAGEMENT AND ECOLOGY,0969-997X,1365-2400,SCIE,FISHERIES,Yes
11620J,FISHERIES OCEANOGRAPHY,1054-6006,1365-2419,SCIE,OCEANOGRAPHY,Yes
11620J,FISHERIES OCEANOGRAPHY,1054-6006,1365-2419,SCIE,FISHERIES,Yes
04223J,FISHERIES RESEARCH,0165-7836,1872-6763,SCIE,FISHERIES,Yes
10853J,FISHERIES SCIENCE,0919-9268,1444-2906,SCIE,FISHERIES,Yes
37443J,FISHERY BULLETIN,0090-0656,1937-4518,SCIE,FISHERIES,Yes
12577J,FISHERY BULLETIN OF THE NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION,,,SCIE,FISHERIES,No
C1373J,FISHERY TECHNOLOGY,0015-3001,0015-3001,ESCI,FISHERIES,Yes
37477J,FISHING NEWS INTERNATIONAL,0015-3044,,SCIE,FISHERIES,No
D6219J,Fisica de la Tierra,0214-4557,1988-2440,ESCI,GEOCHEMISTRY & GEOPHYSICS,Yes
12346J,FITOTERAPIA,0367-326X,1873-6971,SCIE,CHEMISTRY> MEDICINAL,Yes
12346J,FITOTERAPIA,0367-326X,1873-6971,SCIE,PHARMACOLOGY & PHARMACY,Yes
C8588J,Fixed Point Theory,1583-5022,2066-9208,SCIE,MATHEMATICS> APPLIED,Yes
C8588J,Fixed Point Theory,1583-5022,2066-9208,SCIE,MATHEMATICS,Yes
C6666J,Fixed Point Theory and Applications,1687-1812,,SCIE,MATHEMATICS> APPLIED,No
C6666J,Fixed Point Theory and Applications,1687-1812,,SCIE,MATHEMATICS,No
37532J,FIZIKA METALLOV I METALLOVEDENIE,0015-3230,,SCIE,METALLURGY & METALLURGICAL ENGINEERING,No
03647J,FIZIKA NIZKIKH TEMPERATUR,0132-6414,,SCIE,PHYSICS> APPLIED,No
37576J,FIZIKA TVERDOGO TELA,0367-3294,,SCIE,PHYSICS> CONDENSED MATTER,No
10071J,FIZIKA ZEMLI,0002-3337,,SCIE,GEOSCIENCES> MULTIDISCIPLINARY,No
03156J,FIZIOLOGICHESKII ZHURNAL,0201-8489,,SCIE,PHYSIOLOGY,No
12278J,FLAVOUR AND FRAGRANCE JOURNAL,0882-5734,1099-1026,SCIE,FOOD SCIENCE & TECHNOLOGY,Yes
12278J,FLAVOUR AND FRAGRANCE JOURNAL,0882-5734,1099-1026,SCIE,CHEMISTRY> APPLIED,Yes
37636J,FLEISCHWIRTSCHAFT,0015-363X,,SCIE,FOOD SCIENCE & TECHNOLOGY,Yes
D8675J,Flexible and Printed Electronics,2058-8585,2058-8585,ESCI,MATERIALS SCIENCE> MULTIDISCIPLINARY,Yes
C8513J,Flexible Services and Manufacturing Journal,1936-6582,1936-6590,SCIE,ENGINEERING> MANUFACTURING,Yes
C8513J,Flexible Services and Manufacturing Journal,1936-6582,1936-6590,SCIE,OPERATIONS RESEARCH & MANAGEMENT SCIENCE,Yes
37638J,FLORA,0367-2530,1618-0585,SCIE,ECOLOGY,Yes
37638J,FLORA,0367-2530,1618-0585,SCIE,PLANT SCIENCES,Yes
D9714J,Florence Nightingale Journal of Nursing-Florence Nightingale Hemsirelik Dergisi,2147-4923,2147-8686,ESCI,NURSING,Yes
D2150J,Floresta e Ambiente,2179-8087,2179-8087,ESCI,HORTICULTURE,Yes
37624J,FLORIDA AGRICULTURAL EXPERIMENT STATION BULLETIN,0096-607X,,SCIE,AGRICULTURE> MULTIDISCIPLINARY,No
00955J,FLORIDA ENTOMOLOGIST,0015-4040,1938-5102,SCIE,ENTOMOLOGY,Yes
D3027J,Florilegium,0709-5201,0709-5201,ESCI,MEDIEVAL & RENAISSANCE STUDIES,No
10387J,FLOW MEASUREMENT AND INSTRUMENTATION,0955-5986,1873-6998,SCIE,ENGINEERING> MECHANICAL,Yes
10387J,FLOW MEASUREMENT AND INSTRUMENTATION,0955-5986,1873-6998,SCIE,INSTRUMENTS & INSTRUMENTATION,Yes
12855J,FLOW TURBULENCE AND COMBUSTION,1386-6184,1573-1987,SCIE,MECHANICS,Yes
12855J,FLOW TURBULENCE AND COMBUSTION,1386-6184,1573-1987,SCIE,THERMODYNAMICS,Yes
14257J,FLUCTUATION AND NOISE LETTERS,0219-4775,1793-6780,SCIE,PHYSICS> APPLIED,Yes
14257J,FLUCTUATION AND NOISE LETTERS,0219-4775,1793-6780,SCIE,MATHEMATICS> INTERDISCIPLINARY APPLICATIONS,Yes
D8465J,Flugmedizin Tropenmedizin Reisemedizin,1864-4538,1864-175X,ESCI,TROPICAL MEDICINE,Yes
C8205J,Fluid Dynamics,0015-4628,1573-8507,SCIE,PHYSICS> FLUIDS & PLASMAS,Yes
C8205J,Fluid Dynamics,0015-4628,1573-8507,SCIE,MECHANICS,Yes
07635J,FLUID DYNAMICS RESEARCH,0169-5983,1873-7005,SCIE,MECHANICS,Yes
07635J,FLUID DYNAMICS RESEARCH,0169-5983,1873-7005,SCIE,PHYSICS> FLUIDS & PLASMAS,Yes
00961J,FLUID PHASE EQUILIBRIA,0378-3812,1879-0224,SCIE,CHEMISTRY> PHYSICAL,Yes
00961J,FLUID PHASE EQUILIBRIA,0378-3812,1879-0224,SCIE,THERMODYNAMICS,Yes
00961J,FLUID PHASE EQUILIBRIA,0378-3812,1879-0224,SCIE,ENGINEERING> CHEMICAL,Yes
E0075J,Fluids,2311-5521,2311-5521,ESCI,PHYSICS> FLUIDS & PLASMAS,Yes
D7705J,Fluids and Barriers of the CNS,2045-8118,2045-8118,ESCI,NEUROSCIENCES,Yes
D5310J,Fluminensia,0353-4642,1848-9680,ESCI,LANGUAGE & LINGUISTICS,Yes
37665J,FLUORIDE,0015-4725,2253-4083,SCIE,PUBLIC> ENVIRONMENTAL & OCCUPATIONAL HEALTH,Yes
37665J,FLUORIDE,0015-4725,2253-4083,SCIE,TOXICOLOGY,Yes
12576J,FLUORIDE OFFICIAL QUARTERLY JOURNAL OF INTERNATIONAL SOCIETY FOR FLUORIDE RESEARCH,,,SCIE,DENTISTRY> ORAL SURGERY & MEDICINE,No
C7870J,FLY,1933-6934,1933-6942,SCIE,BIOCHEMISTRY & MOLECULAR BIOLOGY,Yes
D9550J,FME Transactions,1451-2092,2406-128X,ESCI,ENGINEERING> MECHANICAL,Yes
D6688J,Focaal-Journal of Global and Historical Anthropology,0920-1297,1558-5263,ESCI,ANTHROPOLOGY,Yes
C9790J,Focus on Autism and Other Developmental Disabilities,1088-3576,1538-4829,SSCI,EDUCATION> SPECIAL,Yes
C9790J,Focus on Autism and Other Developmental Disabilities,1088-3576,1538-4829,SSCI,PSYCHOLOGY> DEVELOPMENTAL,Yes
C9790J,Focus on Autism and Other Developmental Disabilities,1088-3576,1538-4829,SSCI,REHABILITATION,Yes
11362J,FOCUS ON DEPRESSION AND ANXIETY,0925-5524,,SCIE,NEUROSCIENCES,No
37702J,FOCUS ON EXCEPTIONAL CHILDREN,0015-511X,,SSCI,EDUCATION> SPECIAL,No
37702J,FOCUS ON EXCEPTIONAL CHILDREN,0015-511X,,SSCI,REHABILITATION,No
D6209J,Focus on Health Professional Education-A Multidisciplinary Journal,1442-1100,2204-7662,ESCI,EDUCATION> SCIENTIFIC DISCIPLINES,Yes
01160J,FOCUS ON ROBERT GRAVES,0190-650X,,AHCI,LITERARY THEORY & CRITICISM,No
11885J,FOLDING & DESIGN,1359-0278,,SCIE,BIOCHEMISTRY & MOLECULAR BIOLOGY,No
11885J,FOLDING & DESIGN,1359-0278,,SCIE,BIOPHYSICS,No
37708J,FOLIA BIOLOGICA,0015-5500,0015-5500,SCIE,ONCOLOGY,Yes
37708J,FOLIA BIOLOGICA,0015-5500,0015-5500,SCIE,BIOLOGY,Yes
01892J,FOLIA BIOLOGICA-KRAKOW,0015-5497,1734-9168,SCIE,BIOLOGY,Yes
37730J,FOLIA CLINICA INTERNACIONAL,,,SCIE,MEDICINE> GENERAL & INTERNAL,No
37735J,FOLIA ENDOCRINOLOGICA JAPONICA,0029-0300,,SCIE,ENDOCRINOLOGY & METABOLISM,No
37741J,FOLIA FACULTATIS MEDICAE UNIVERSITATIS COMENIANE BRATISLAVIENSIS,,,SCIE,MEDICINE> GENERAL & INTERNAL,No
12376J,FOLIA GEOBOTANICA,1211-9520,1874-9348,SCIE,PLANT SCIENCES,Yes
04892J,FOLIA GEOBOTANICA & PHYTOTAXONOMICA,0015-5551,,SCIE,PLANT SCIENCES,No
06205J,FOLIA HISTOCHEMICA ET CYTOBIOLOGICA,0239-8508,1897-5631,SCIE,BIOCHEMISTRY & MOLECULAR BIOLOGY,Yes
06205J,FOLIA HISTOCHEMICA ET CYTOBIOLOGICA,0239-8508,1897-5631,SCIE,CELL BIOLOGY,Yes
37743J,FOLIA HISTOCHEMICA ET CYTOCHEMICA,0015-5586,,SCIE,CELL BIOLOGY,No
C9829J,Folia Horticulturae,0867-1761,2083-5965,SCIE,HORTICULTURE,Yes
37746J,FOLIA HUMANISTICA,0015-5594,,AHCI>SSCI,HUMANITIES> MULTIDISCIPLINARY,No
06602J,FOLIA LINGUISTICA,0165-4004,1614-7308,AHCI> SSCI,LANGUAGE & LINGUISTICS,Yes
06602J,FOLIA LINGUISTICA,0165-4004,1614-7308,AHCI> SSCI,LINGUISTICS,Yes
D5227J,Folia Linguistica et Litteraria,1800-8542,1800-8542,ESCI,HUMANITIES> MULTIDISCIPLINARY,Yes
06047J,FOLIA LINGUISTICA HISTORICA,0168-647X,0168-647X,AHCI> SSCI,LANGUAGE & LINGUISTICS,Yes
06047J,FOLIA LINGUISTICA HISTORICA,0168-647X,0168-647X,AHCI> SSCI,LINGUISTICS,Yes
37752J,FOLIA MICROBIOLOGICA,0015-5632,1874-9356,SCIE,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,Yes
37752J,FOLIA MICROBIOLOGICA,0015-5632,1874-9356,SCIE,MICROBIOLOGY,Yes
C3226J,FOLIA MORPHOLOGICA,0015-5659,1644-3284,SCIE,ANATOMY & MORPHOLOGY,Yes
11390J,FOLIA NEUROPATHOLOGICA,1641-4640,1509-572X,SCIE,NEUROSCIENCES,Yes
11390J,FOLIA NEUROPATHOLOGICA,1641-4640,1509-572X,SCIE,PATHOLOGY,Yes
10337J,FOLIA NEUROPSIQUIATRICA,0211-2558,,SCIE,NEUROSCIENCES,No
37774J,FOLIA OPHTHALMOLOGICA JAPONICA,0015-5667,,SCIE,OPHTHALMOLOGY,No
01799J,FOLIA PARASITOLOGICA,0015-5683,1803-6465,SCIE,PARASITOLOGY,Yes
37785J,FOLIA PHARMACOLOGICA JAPONICA,0015-5691,,SCIE,PHARMACOLOGY & PHARMACY,No
37790J,FOLIA PHONIATRICA,0015-5705,0015-5705,SSCI,LINGUISTICS,No
10594J,FOLIA PHONIATRICA ET LOGOPAEDICA,1021-7762,1421-9972,SCIE> SSCI,AUDIOLOGY & SPEECH-LANGUAGE PATHOLOGY,Yes
10594J,FOLIA PHONIATRICA ET LOGOPAEDICA,1021-7762,1421-9972,SCIE> SSCI,OTORHINOLARYNGOLOGY,Yes
10594J,FOLIA PHONIATRICA ET LOGOPAEDICA,1021-7762,1421-9972,SCIE> SSCI,REHABILITATION,Yes
37796J,FOLIA PRIMATOLOGICA,0015-5713,1421-9980,SCIE,ZOOLOGY,Yes
37829J,FOLIA VETERINARIA LATINA,0301-0724,,SCIE,VETERINARY SCIENCES,No
37830J,FOLIA ZOOLOGICA,0139-7893,1573-1189,SCIE,ZOOLOGY,Yes
00820J,Folk Life-Journal of Ethnological Studies,0430-8778,1759-670X,AHCI,FOLKLORE,Yes
00312J,FOLK MUSIC JOURNAL,0531-9684,,AHCI,FOLKLORE,Yes
00312J,FOLK MUSIC JOURNAL,0531-9684,,AHCI,MUSIC,Yes
00086J,FOLKLORE,0015-587X,1469-8315,AHCI,FOLKLORE,Yes
